0.1	 0.2	 6	 3	    0.602086	   0.93993	   0.910933	    0.937
0.1	 0.2	 6	 3.5	    0.648945	   0.944023	   0.919602	    0.9457
0.1	 0.2	 6	 4	    0.663508	   0.950274	   0.929213	    0.9545
0.1	 0.2	 6	 4.5	    0.63936	   0.954329	   0.932486	    0.9515
0.1	 0.2	 6	 5	    0.588497	   0.958692	   0.94088	    0.9607
0.1	 0.2	 6	 5.5	    0.500131	   0.963453	   0.947809	    0.9645
0.1	 0.2	 6	 6	    0.391945	   0.965985	   0.952235	    0.9681
0.1	 0.2	 6	 6.5	    0.256836	   0.971706	   0.957308	    0.9701
0.1	 0.2	 6	 7	    0.105028	   0.974493	   0.959767	    0.9717
0.1	 0.2	 6	 7.5	    -0.0672057	   0.974167	   0.963241	    0.9755
0.1	 0.2	 6	 8	    -0.256897	   0.977893	   0.967994	    0.9793
0.1	 0.2	 6	 8.5	    -0.475425	   0.980251	   0.970121	    0.9804
0.1	 0.2	 6	 9	    -0.700289	   0.982795	   0.974327	    0.9831
0.1	 0.2	 6	 9.5	    -0.943284	   0.984228	   0.976432	    0.9846
0.1	 0.2	 6	 10	    -1.19557	   0.986439	   0.979523	    0.9869
0.1	 0.2	 6	 3	    0.606774	   0.943438	   0.916899	    0.94472
0.1	 0.2	 6	 3.5	    0.655112	   0.945018	   0.91984	    0.9462
0.1	 0.2	 6	 4	    0.663127	   0.95128	   0.92762	    0.95062
0.1	 0.2	 6	 4.5	    0.64048	   0.955792	   0.934327	    0.9535
0.1	 0.2	 6	 5	    0.578881	   0.959102	   0.938616	    0.9583
0.1	 0.2	 6	 5.5	    0.50627	   0.964725	   0.947866	    0.9647
0.1	 0.2	 6	 6	    0.387048	   0.966621	   0.950216	    0.9652
0.1	 0.2	 6	 6.5	    0.2555	   0.969562	   0.954573	    0.9688
0.1	 0.2	 6	 7	    0.0990529	   0.973707	   0.960894	    0.9749
0.1	 0.2	 6	 7.5	    -0.0627339	   0.975513	   0.963834	    0.9753
0.1	 0.2	 6	 8	    -0.257886	   0.979098	   0.968186	    0.979
0.1	 0.2	 6	 8.5	    -0.468727	   0.980721	   0.970487	    0.98
